unit_id,powiat,wojewodztwo,rok,value
011212205000,Powiat gorlicki,Nieznane,2023,0.34
011212205000,Powiat gorlicki,Nieznane,2024,0.29
011212207000,Powiat limanowski,Nieznane,2014,0.54
011212207000,Powiat limanowski,Nieznane,2015,0.29
011212207000,Powiat limanowski,Nieznane,2016,0.37
011212207000,Powiat limanowski,Nieznane,2017,0.28
011212207000,Powiat limanowski,Nieznane,2018,0.23
011212207000,Powiat limanowski,Nieznane,2019,0.21
011212207000,Powiat limanowski,Nieznane,2020,0.17
011212207000,Powiat limanowski,Nieznane,2021,0.15
011212207000,Powiat limanowski,Nieznane,2022,0.18
011212207000,Powiat limanowski,Nieznane,2023,0.14
011212207000,Powiat limanowski,Nieznane,2024,0.14
011212210000,Powiat nowosądecki,Nieznane,2014,0.33
011212210000,Powiat nowosądecki,Nieznane,2015,0.26
011212210000,Powiat nowosądecki,Nieznane,2016,0.19
011212210000,Powiat nowosądecki,Nieznane,2017,0.22
011212210000,Powiat nowosądecki,Nieznane,2018,0.33
011212210000,Powiat nowosądecki,Nieznane,2019,0.18
011212210000,Powiat nowosądecki,Nieznane,2020,0.21
011212210000,Powiat nowosądecki,Nieznane,2021,0.18
011212210000,Powiat nowosądecki,Nieznane,2022,0.18
011212210000,Powiat nowosądecki,Nieznane,2023,0.17
011212210000,Powiat nowosądecki,Nieznane,2024,0.18
011212262000,Powiat m. Nowy Sącz,Nieznane,2014,0.5
011212262000,Powiat m. Nowy Sącz,Nieznane,2015,0.51
011212262000,Powiat m. Nowy Sącz,Nieznane,2016,0.27
011212262000,Powiat m. Nowy Sącz,Nieznane,2017,0.31
011212262000,Powiat m. Nowy Sącz,Nieznane,2018,0.31
011212262000,Powiat m. Nowy Sącz,Nieznane,2019,0.38
011212262000,Powiat m. Nowy Sącz,Nieznane,2020,0.33
011212262000,Powiat m. Nowy Sącz,Nieznane,2021,0.21
011212262000,Powiat m. Nowy Sącz,Nieznane,2022,0.31
011212262000,Powiat m. Nowy Sącz,Nieznane,2023,0.55
011212262000,Powiat m. Nowy Sącz,Nieznane,2024,0.34
011212303000,Powiat chrzanowski,Nieznane,2014,0.74
011212303000,Powiat chrzanowski,Nieznane,2015,0.73
011212303000,Powiat chrzanowski,Nieznane,2016,0.63
011212303000,Powiat chrzanowski,Nieznane,2017,0.67
011212303000,Powiat chrzanowski,Nieznane,2018,0.69
011212303000,Powiat chrzanowski,Nieznane,2019,0.6
011212303000,Powiat chrzanowski,Nieznane,2020,0.52
011212303000,Powiat chrzanowski,Nieznane,2021,0.52
011212303000,Powiat chrzanowski,Nieznane,2022,0.38
011212303000,Powiat chrzanowski,Nieznane,2023,0.46
011212303000,Powiat chrzanowski,Nieznane,2024,0.48
011212312000,Powiat olkuski,Nieznane,2014,0.49
011212312000,Powiat olkuski,Nieznane,2015,0.35
011212312000,Powiat olkuski,Nieznane,2016,0.48
011212312000,Powiat olkuski,Nieznane,2017,0.59
011212312000,Powiat olkuski,Nieznane,2018,0.37
011212312000,Powiat olkuski,Nieznane,2019,0.31
011212312000,Powiat olkuski,Nieznane,2020,0.29
011212312000,Powiat olkuski,Nieznane,2021,0.3
011212312000,Powiat olkuski,Nieznane,2022,0.3
011212312000,Powiat olkuski,Nieznane,2023,0.36
011212312000,Powiat olkuski,Nieznane,2024,0.28
011212313000,Powiat oświęcimski,Nieznane,2014,0.48
011212313000,Powiat oświęcimski,Nieznane,2015,0.47
011212313000,Powiat oświęcimski,Nieznane,2016,0.41
011212313000,Powiat oświęcimski,Nieznane,2017,0.47
011212313000,Powiat oświęcimski,Nieznane,2018,0.4
011212313000,Powiat oświęcimski,Nieznane,2019,0.44
011212313000,Powiat oświęcimski,Nieznane,2020,0.41
011212313000,Powiat oświęcimski,Nieznane,2021,0.27
011212313000,Powiat oświęcimski,Nieznane,2022,0.4
011212313000,Powiat oświęcimski,Nieznane,2023,0.42
011212313000,Powiat oświęcimski,Nieznane,2024,0.36
011212318000,Powiat wadowicki,Nieznane,2014,0.38
011212318000,Powiat wadowicki,Nieznane,2015,0.26
011212318000,Powiat wadowicki,Nieznane,2016,0.2
011212318000,Powiat wadowicki,Nieznane,2017,0.2
011212318000,Powiat wadowicki,Nieznane,2018,0.27
011212318000,Powiat wadowicki,Nieznane,2019,0.22
011212318000,Powiat wadowicki,Nieznane,2020,0.09
011212318000,Powiat wadowicki,Nieznane,2021,0.28
011212318000,Powiat wadowicki,Nieznane,2022,0.25
011212318000,Powiat wadowicki,Nieznane,2023,0.15
011212318000,Powiat wadowicki,Nieznane,2024,0.16
011212402000,Powiat brzeski,Nieznane,2014,0.37
011212402000,Powiat brzeski,Nieznane,2015,0.34
011212402000,Powiat brzeski,Nieznane,2016,0.49
011212402000,Powiat brzeski,Nieznane,2017,0.37
011212402000,Powiat brzeski,Nieznane,2018,0.26
011212402000,Powiat brzeski,Nieznane,2019,0.27
011212402000,Powiat brzeski,Nieznane,2020,0.26
011212402000,Powiat brzeski,Nieznane,2021,0.25
011212402000,Powiat brzeski,Nieznane,2022,0.18
011212402000,Powiat brzeski,Nieznane,2023,0.2
011212402000,Powiat brzeski,Nieznane,2024,0.25
011212404000,Powiat dąbrowski,Nieznane,2014,0.25
011212404000,Powiat dąbrowski,Nieznane,2015,0.27
011212404000,Powiat dąbrowski,Nieznane,2016,0.25
011212404000,Powiat dąbrowski,Nieznane,2017,0.32
011212404000,Powiat dąbrowski,Nieznane,2018,0.29
011212404000,Powiat dąbrowski,Nieznane,2019,0.25
011212404000,Powiat dąbrowski,Nieznane,2020,0.24
011212404000,Powiat dąbrowski,Nieznane,2021,0.1
011212404000,Powiat dąbrowski,Nieznane,2022,0.12
011212404000,Powiat dąbrowski,Nieznane,2023,0.17
011212404000,Powiat dąbrowski,Nieznane,2024,0.21
011212416000,Powiat tarnowski,Nieznane,2014,0.38
011212416000,Powiat tarnowski,Nieznane,2015,0.24
011212416000,Powiat tarnowski,Nieznane,2016,0.26
011212416000,Powiat tarnowski,Nieznane,2017,0.29
011212416000,Powiat tarnowski,Nieznane,2018,0.16
011212416000,Powiat tarnowski,Nieznane,2019,0.19
011212416000,Powiat tarnowski,Nieznane,2020,0.21
011212416000,Powiat tarnowski,Nieznane,2021,0.15
011212416000,Powiat tarnowski,Nieznane,2022,0.17
011212416000,Powiat tarnowski,Nieznane,2023,0.17
011212416000,Powiat tarnowski,Nieznane,2024,0.16
011212463000,Powiat m. Tarnów,Nieznane,2014,0.61
011212463000,Powiat m. Tarnów,Nieznane,2015,0.45
011212463000,Powiat m. Tarnów,Nieznane,2016,0.64
011212463000,Powiat m. Tarnów,Nieznane,2017,1.28
011212463000,Powiat m. Tarnów,Nieznane,2018,0.58
011212463000,Powiat m. Tarnów,Nieznane,2019,0.73
011212463000,Powiat m. Tarnów,Nieznane,2020,0.71
011212463000,Powiat m. Tarnów,Nieznane,2021,0.37
011212463000,Powiat m. Tarnów,Nieznane,2022,0.37
011212463000,Powiat m. Tarnów,Nieznane,2023,0.58
011212463000,Powiat m. Tarnów,Nieznane,2024,0.55
011216911000,Powiat nowotarski,Nieznane,2014,0.39
011216911000,Powiat nowotarski,Nieznane,2015,0.29
011216911000,Powiat nowotarski,Nieznane,2016,0.29
011216911000,Powiat nowotarski,Nieznane,2017,0.32
011216911000,Powiat nowotarski,Nieznane,2018,0.36
011216911000,Powiat nowotarski,Nieznane,2019,0.31
011216911000,Powiat nowotarski,Nieznane,2020,0.32
011216911000,Powiat nowotarski,Nieznane,2021,0.33
011216911000,Powiat nowotarski,Nieznane,2022,0.28
011216911000,Powiat nowotarski,Nieznane,2023,0.27
011216911000,Powiat nowotarski,Nieznane,2024,0.28
011216915000,Powiat suski,Nieznane,2014,0.33
011216915000,Powiat suski,Nieznane,2015,0.2
011216915000,Powiat suski,Nieznane,2016,0.24
011216915000,Powiat suski,Nieznane,2017,0.34
011216915000,Powiat suski,Nieznane,2018,0.27
011216915000,Powiat suski,Nieznane,2019,0.32
011216915000,Powiat suski,Nieznane,2020,0.31
011216915000,Powiat suski,Nieznane,2021,0.24
011216915000,Powiat suski,Nieznane,2022,0.31
011216915000,Powiat suski,Nieznane,2023,0.18
011216915000,Powiat suski,Nieznane,2024,0.27
011216917000,Powiat tatrzański,Nieznane,2014,0.56
011216917000,Powiat tatrzański,Nieznane,2015,0.57
011216917000,Powiat tatrzański,Nieznane,2016,0.96
011216917000,Powiat tatrzański,Nieznane,2017,0.81
011216917000,Powiat tatrzański,Nieznane,2018,0.9
011216917000,Powiat tatrzański,Nieznane,2019,0.81
011216917000,Powiat tatrzański,Nieznane,2020,0.86
011216917000,Powiat tatrzański,Nieznane,2021,0.67
011216917000,Powiat tatrzański,Nieznane,2022,1.01
011216917000,Powiat tatrzański,Nieznane,2023,0.9
011216917000,Powiat tatrzański,Nieznane,2024,0.69
012414402000,Powiat bielski,Malopolskie,2014,0.54
012414402000,Powiat bielski,Malopolskie,2015,0.31
012414402000,Powiat bielski,Malopolskie,2016,0.51
012414402000,Powiat bielski,Malopolskie,2017,0.48
012414402000,Powiat bielski,Malopolskie,2018,0.47
012414402000,Powiat bielski,Malopolskie,2019,0.39
012414402000,Powiat bielski,Malopolskie,2020,0.24
012414402000,Powiat bielski,Malopolskie,2021,0.27
012414402000,Powiat bielski,Malopolskie,2022,0.26
012414402000,Powiat bielski,Malopolskie,2023,0.22
012414402000,Powiat bielski,Malopolskie,2024,0.24
012414403000,Powiat cieszyński,Malopolskie,2014,0.51
012414403000,Powiat cieszyński,Malopolskie,2015,0.44
012414403000,Powiat cieszyński,Malopolskie,2016,0.54
012414403000,Powiat cieszyński,Malopolskie,2017,0.46
012414403000,Powiat cieszyński,Malopolskie,2018,0.51
012414403000,Powiat cieszyński,Malopolskie,2019,0.47
012414403000,Powiat cieszyński,Malopolskie,2020,0.3
012414403000,Powiat cieszyński,Malopolskie,2021,0.44
012414403000,Powiat cieszyński,Malopolskie,2022,0.4
012414403000,Powiat cieszyński,Malopolskie,2023,0.34
012414403000,Powiat cieszyński,Malopolskie,2024,0.44
012414417000,Powiat żywiecki,Malopolskie,2014,0.51
012414417000,Powiat żywiecki,Malopolskie,2015,0.56
012414417000,Powiat żywiecki,Malopolskie,2016,0.56
012414417000,Powiat żywiecki,Malopolskie,2017,0.51
012414417000,Powiat żywiecki,Malopolskie,2018,0.33
012414417000,Powiat żywiecki,Malopolskie,2019,0.41
012414417000,Powiat żywiecki,Malopolskie,2020,0.26
012414417000,Powiat żywiecki,Malopolskie,2021,0.31
012414417000,Powiat żywiecki,Malopolskie,2022,0.33
012414417000,Powiat żywiecki,Malopolskie,2023,0.34
012414417000,Powiat żywiecki,Malopolskie,2024,0.32
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2014,0.85
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2015,0.69
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2016,0.66
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2017,0.61
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2018,0.48
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2019,0.54
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2020,0.33
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2021,0.37
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2022,0.51
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2023,0.3
012414461000,Powiat m. Bielsko-Biała,Malopolskie,2024,0.42
012414507000,Powiat lubliniecki,Malopolskie,2014,0.26
012414507000,Powiat lubliniecki,Malopolskie,2015,0.21
012414507000,Powiat lubliniecki,Malopolskie,2016,0.31
012414507000,Powiat lubliniecki,Malopolskie,2017,0.34
012414507000,Powiat lubliniecki,Malopolskie,2018,0.31
012414507000,Powiat lubliniecki,Malopolskie,2019,0.43
012414507000,Powiat lubliniecki,Malopolskie,2020,0.29
012414507000,Powiat lubliniecki,Malopolskie,2021,0.34
012414507000,Powiat lubliniecki,Malopolskie,2022,0.2
012414507000,Powiat lubliniecki,Malopolskie,2023,0.23
012414507000,Powiat lubliniecki,Malopolskie,2024,0.17
012414513000,Powiat tarnogórski,Malopolskie,2014,0.46
012414513000,Powiat tarnogórski,Malopolskie,2015,0.51
012414513000,Powiat tarnogórski,Malopolskie,2016,0.43
012414513000,Powiat tarnogórski,Malopolskie,2017,0.73
012414513000,Powiat tarnogórski,Malopolskie,2018,0.49
012414513000,Powiat tarnogórski,Malopolskie,2019,0.44
012414513000,Powiat tarnogórski,Malopolskie,2020,0.46
012414513000,Powiat tarnogórski,Malopolskie,2021,0.33
012414513000,Powiat tarnogórski,Malopolskie,2022,0.32
012414513000,Powiat tarnogórski,Malopolskie,2023,0.47
012414513000,Powiat tarnogórski,Malopolskie,2024,0.66
012414562000,Powiat m. Bytom,Malopolskie,2014,0.54
012414562000,Powiat m. Bytom,Malopolskie,2015,0.64
012414562000,Powiat m. Bytom,Malopolskie,2016,0.71
012414562000,Powiat m. Bytom,Malopolskie,2017,0.79
012414562000,Powiat m. Bytom,Malopolskie,2018,0.58
012414562000,Powiat m. Bytom,Malopolskie,2019,0.69
012414562000,Powiat m. Bytom,Malopolskie,2020,0.61
012414562000,Powiat m. Bytom,Malopolskie,2021,0.48
012414562000,Powiat m. Bytom,Malopolskie,2022,0.42
012414562000,Powiat m. Bytom,Malopolskie,2023,0.46
012414562000,Powiat m. Bytom,Malopolskie,2024,0.5
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2014,0.65
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2015,0.51
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2016,0.59
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2017,0.59
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2018,0.43
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2019,0.42
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2020,0.43
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2021,0.42
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2022,0.46
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2023,0.23
012414571000,Powiat m. Piekary Śląskie,Malopolskie,2024,0.35
012414604000,Powiat częstochowski,Malopolskie,2014,0.44
012414604000,Powiat częstochowski,Malopolskie,2015,0.29
012414604000,Powiat częstochowski,Malopolskie,2016,0.38
012414604000,Powiat częstochowski,Malopolskie,2017,0.3
012414604000,Powiat częstochowski,Malopolskie,2018,0.37
012414604000,Powiat częstochowski,Malopolskie,2019,0.29
012414604000,Powiat częstochowski,Malopolskie,2020,0.31
012414604000,Powiat częstochowski,Malopolskie,2021,0.33
012414604000,Powiat częstochowski,Malopolskie,2022,0.3
012414604000,Powiat częstochowski,Malopolskie,2023,0.16
012414604000,Powiat częstochowski,Malopolskie,2024,0.37
012414606000,Powiat kłobucki,Malopolskie,2014,0.44
012414606000,Powiat kłobucki,Malopolskie,2015,0.29
012414606000,Powiat kłobucki,Malopolskie,2016,0.25
012414606000,Powiat kłobucki,Malopolskie,2017,0.31
012414606000,Powiat kłobucki,Malopolskie,2018,0.49
012414606000,Powiat kłobucki,Malopolskie,2019,0.29
012414606000,Powiat kłobucki,Malopolskie,2020,0.26
012414606000,Powiat kłobucki,Malopolskie,2021,0.39
012414606000,Powiat kłobucki,Malopolskie,2022,0.17
012414606000,Powiat kłobucki,Malopolskie,2023,0.3
012414606000,Powiat kłobucki,Malopolskie,2024,0.29
012414609000,Powiat myszkowski,Malopolskie,2014,0.36
012414609000,Powiat myszkowski,Malopolskie,2015,0.4
012414609000,Powiat myszkowski,Malopolskie,2016,0.31
012414609000,Powiat myszkowski,Malopolskie,2017,0.15
012414609000,Powiat myszkowski,Malopolskie,2018,0.42
012414609000,Powiat myszkowski,Malopolskie,2019,0.25
012414609000,Powiat myszkowski,Malopolskie,2020,0.19
012414609000,Powiat myszkowski,Malopolskie,2021,0.19
012414609000,Powiat myszkowski,Malopolskie,2022,0.41
012414609000,Powiat myszkowski,Malopolskie,2023,0.1
012414609000,Powiat myszkowski,Malopolskie,2024,0.31
012414664000,Powiat m. Częstochowa,Malopolskie,2014,0.82
012414664000,Powiat m. Częstochowa,Malopolskie,2015,0.67
012414664000,Powiat m. Częstochowa,Malopolskie,2016,0.7
012414664000,Powiat m. Częstochowa,Malopolskie,2017,0.75
012414664000,Powiat m. Częstochowa,Malopolskie,2018,0.74
012414664000,Powiat m. Częstochowa,Malopolskie,2019,0.78
012414664000,Powiat m. Częstochowa,Malopolskie,2020,0.51
012414664000,Powiat m. Częstochowa,Malopolskie,2021,0.57
012414664000,Powiat m. Częstochowa,Malopolskie,2022,0.6
012414664000,Powiat m. Częstochowa,Malopolskie,2023,0.53
012414664000,Powiat m. Częstochowa,Malopolskie,2024,0.57
012414705000,Powiat gliwicki,Malopolskie,2014,1.21
012414705000,Powiat gliwicki,Malopolskie,2015,0.56
012414705000,Powiat gliwicki,Malopolskie,2016,0.66
012414705000,Powiat gliwicki,Malopolskie,2017,0.61
012414705000,Powiat gliwicki,Malopolskie,2018,0.74
012414705000,Powiat gliwicki,Malopolskie,2019,0.53
012414705000,Powiat gliwicki,Malopolskie,2020,0.55
012414705000,Powiat gliwicki,Malopolskie,2021,0.47
012414705000,Powiat gliwicki,Malopolskie,2022,0.55
012414705000,Powiat gliwicki,Malopolskie,2023,0.38
012414705000,Powiat gliwicki,Malopolskie,2024,0.5
012414766000,Powiat m. Gliwice,Malopolskie,2014,1.06
012414766000,Powiat m. Gliwice,Malopolskie,2015,0.91
012414766000,Powiat m. Gliwice,Malopolskie,2016,0.79
012414766000,Powiat m. Gliwice,Malopolskie,2017,0.98
012414766000,Powiat m. Gliwice,Malopolskie,2018,0.85
012414766000,Powiat m. Gliwice,Malopolskie,2019,0.68
012414766000,Powiat m. Gliwice,Malopolskie,2020,0.63
012414766000,Powiat m. Gliwice,Malopolskie,2021,0.54
012414766000,Powiat m. Gliwice,Malopolskie,2022,0.7
012414766000,Powiat m. Gliwice,Malopolskie,2023,0.51
012414766000,Powiat m. Gliwice,Malopolskie,2024,0.5
012414778000,Powiat m. Zabrze,Malopolskie,2014,0.7
012414778000,Powiat m. Zabrze,Malopolskie,2015,0.64
012414778000,Powiat m. Zabrze,Malopolskie,2016,0.8
012414778000,Powiat m. Zabrze,Malopolskie,2017,0.71
012414778000,Powiat m. Zabrze,Malopolskie,2018,0.6
012414778000,Powiat m. Zabrze,Malopolskie,2019,0.5
012414778000,Powiat m. Zabrze,Malopolskie,2020,0.57
012414778000,Powiat m. Zabrze,Malopolskie,2021,0.49
012414778000,Powiat m. Zabrze,Malopolskie,2022,0.68
012414778000,Powiat m. Zabrze,Malopolskie,2023,0.59
012414778000,Powiat m. Zabrze,Malopolskie,2024,0.67
012414863000,Powiat m. Chorzów,Malopolskie,2014,0.71
012414863000,Powiat m. Chorzów,Malopolskie,2015,0.69
012414863000,Powiat m. Chorzów,Malopolskie,2016,0.77
012414863000,Powiat m. Chorzów,Malopolskie,2017,0.64
012414863000,Powiat m. Chorzów,Malopolskie,2018,0.59
012414863000,Powiat m. Chorzów,Malopolskie,2019,0.66
012414863000,Powiat m. Chorzów,Malopolskie,2020,0.56
012414863000,Powiat m. Chorzów,Malopolskie,2021,0.46
012414863000,Powiat m. Chorzów,Malopolskie,2022,0.44
012414863000,Powiat m. Chorzów,Malopolskie,2023,0.58
012414863000,Powiat m. Chorzów,Malopolskie,2024,0.41
012414869000,Powiat m. Katowice,Malopolskie,2014,1.13
012414869000,Powiat m. Katowice,Malopolskie,2015,0.94
012414869000,Powiat m. Katowice,Malopolskie,2016,0.9
012414869000,Powiat m. Katowice,Malopolskie,2017,1.19
012414869000,Powiat m. Katowice,Malopolskie,2018,1.01
012414869000,Powiat m. Katowice,Malopolskie,2019,0.81
012414869000,Powiat m. Katowice,Malopolskie,2020,0.71
012414869000,Powiat m. Katowice,Malopolskie,2021,0.5
012414869000,Powiat m. Katowice,Malopolskie,2022,0.64
012414869000,Powiat m. Katowice,Malopolskie,2023,0.59
012414869000,Powiat m. Katowice,Malopolskie,2024,0.51
012414870000,Powiat m. Mysłowice,Malopolskie,2014,0.56
012414870000,Powiat m. Mysłowice,Malopolskie,2015,0.56
012414870000,Powiat m. Mysłowice,Malopolskie,2016,0.63
012414870000,Powiat m. Mysłowice,Malopolskie,2017,0.63
012414870000,Powiat m. Mysłowice,Malopolskie,2018,0.48
012414870000,Powiat m. Mysłowice,Malopolskie,2019,0.46
012414870000,Powiat m. Mysłowice,Malopolskie,2020,0.33
012414870000,Powiat m. Mysłowice,Malopolskie,2021,0.4
012414870000,Powiat m. Mysłowice,Malopolskie,2022,0.36
012414870000,Powiat m. Mysłowice,Malopolskie,2023,0.45
012414870000,Powiat m. Mysłowice,Malopolskie,2024,0.38
012414872000,Powiat m. Ruda Śląska,Malopolskie,2014,0.82
012414872000,Powiat m. Ruda Śląska,Malopolskie,2015,0.67
012414872000,Powiat m. Ruda Śląska,Malopolskie,2016,0.71
012414872000,Powiat m. Ruda Śląska,Malopolskie,2017,0.59
012414872000,Powiat m. Ruda Śląska,Malopolskie,2018,0.56
012414872000,Powiat m. Ruda Śląska,Malopolskie,2019,0.47
012414872000,Powiat m. Ruda Śląska,Malopolskie,2020,0.55
012414872000,Powiat m. Ruda Śląska,Malopolskie,2021,0.55
012414872000,Powiat m. Ruda Śląska,Malopolskie,2022,0.56
012414872000,Powiat m. Ruda Śląska,Malopolskie,2023,0.43
012414872000,Powiat m. Ruda Śląska,Malopolskie,2024,0.5
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2014,0.86
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2015,0.7
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2016,0.63
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2017,0.77
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2018,0.68
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2019,0.72
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2020,0.38
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2021,0.73
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2022,0.5
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2023,0.57
012414874000,Powiat m. Siemianowice Śląskie,Malopolskie,2024,0.41
012414876000,Powiat m. Świętochłowice,Malopolskie,2014,0.46
012414876000,Powiat m. Świętochłowice,Malopolskie,2015,0.99
012414876000,Powiat m. Świętochłowice,Malopolskie,2016,0.85
012414876000,Powiat m. Świętochłowice,Malopolskie,2017,0.69
012414876000,Powiat m. Świętochłowice,Malopolskie,2018,0.66
012414876000,Powiat m. Świętochłowice,Malopolskie,2019,0.5
012414876000,Powiat m. Świętochłowice,Malopolskie,2020,0.51
012414876000,Powiat m. Świętochłowice,Malopolskie,2021,0.63
012414876000,Powiat m. Świętochłowice,Malopolskie,2022,0.2
012414876000,Powiat m. Świętochłowice,Malopolskie,2023,0.48
